Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:   2450, rd_minus:   2718, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 172 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4630, rd_minus:   2482, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 173 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2896, rd_minus:   1996, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 174 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4534, rd_minus:   6570, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 175 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    996, rd_minus:   2242, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 176 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6796, rd_minus:   7368, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 177 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3234, rd_minus:   9720, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 178 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6458, rd_minus:   6788, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 179 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6346, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 180 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    938, rd_minus:    892, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 181 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    856, rd_minus:    684, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 182 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11238, rd_minus:  14962, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 183 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5622, rd_minus:   5504, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 184 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1558, rd_minus:   1630, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 185 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    206, rd_minus:    306, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 186 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    864, rd_minus:    844, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 187 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1808, rd_minus:   1916, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 188 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    930, rd_minus:    868, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 189 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1496, rd_minus:   1574, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 190 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1738, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 191 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2280, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 192 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1060, rd_minus:    852, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 193 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    592, rd_minus:    592, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 194 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    800, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 195 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2092, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 196 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1840, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 197 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    656, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 198 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1548, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 199 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5024, rd_minus:   5362, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 200 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11188, rd_minus:  11506, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 201 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6098, rd_minus:   5298, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 202 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3778, rd_minus:   2244, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 203 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2946, rd_minus:   4808, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 204 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1504, rd_minus:   1652, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 205 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4452, rd_minus:   5072, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 206 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4724, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 207 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2122, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 208 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  16880, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 209 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5640, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 210 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6808, rd_minus:   9978, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 211 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4386, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 212 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4608, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 213 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3822, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 214 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    982, rd_minus:    792, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 215 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    954, rd_minus:    986, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 216 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    816, rd_minus:    910, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 217 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5076, rd_minus:   5772, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 218 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7852, rd_minus:   7220, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 219 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1002, rd_minus:   1134, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 220 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2316, rd_minus:   4264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 221 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6454, rd_minus:   6700, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 222 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    206, rd_minus:    188, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 223 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    922, rd_minus:    942, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 224 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    210, rd_minus:    292, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 225 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1344, rd_minus:   1408, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 226 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4036, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 227 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7810, rd_minus:   8370, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 228 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4606, rd_minus:   4164, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 229 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5040, rd_minus:   5282, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 230 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2632, rd_minus:   2812, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 231 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2974, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 232 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1354, rd_minus:   1376, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 233 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1896, rd_minus:   1962, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 234 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2240, rd_minus:   2152, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 235 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1880, rd_minus:   1828, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 236 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1560, rd_minus:   1528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 237 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2014, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 238 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6950, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 239 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    522, rd_minus:    522, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 240 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1050, rd_minus:   1020, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 241 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4832, rd_minus:   2514, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 242 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6008, rd_minus:   5412, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 243 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    642, rd_minus:    610, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 244 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    922, rd_minus:    956, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 245 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     46, rd_minus:     46, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 246 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6204, rd_minus:   6368, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 247 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    198, rd_minus:    212, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 248 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11378, rd_minus:  11336, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 249 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1776, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 250 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3086, rd_minus:   3112, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 251 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2986, rd_minus:   3502, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 252 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    536, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 253 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    732, rd_minus:    874, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 254 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3030, rd_minus:   3060, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 255 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3812, rd_minus:   2496, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 256 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3202, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 257 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1922, rd_minus:   1790, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 258 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1380, rd_minus:   1568, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 259 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1428, rd_minus:   1788, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 260 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   6552, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 261 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1828, rd_minus:   1896, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 262 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    852, rd_minus:    772, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 263 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8728, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 264 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2236, rd_minus:   2184, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 265 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  23674, rd_minus:  22198, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 266 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    160, rd_minus:    152, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 267 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    106, rd_minus:     70, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 268 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    222, rd_minus:    264, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 269 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    938, rd_minus:    644, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 270 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   9432, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 271 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     94, rd_minus:     94, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 272 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  13288, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 273 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5038, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 274 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3052, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 275 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4724, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 276 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7802, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 277 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4636, rd_minus:   6400, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 278 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4022, rd_minus:   4204, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 279 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    452, rd_minus:    482, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 280 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2952, rd_minus:   2526, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 281 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5164, rd_minus:   4110, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 282 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  10654, rd_minus:  10654, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 283 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11944, rd_minus:  11526, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 284 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5890, rd_minus:   6484, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 285 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5632, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 286 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2960, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 287 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5244, rd_minus:   6020, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 288 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1342, rd_minus:   1684, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 289 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  15626, rd_minus:  15558, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 290 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1632, rd_minus:   2022, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 291 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1358, rd_minus:   1358, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 292 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   9924, rd_minus:   9990, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 293 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2000, rd_minus:   2444, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 294 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3670, rd_minus:   3890, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 295 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7178, rd_minus:   8040, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 296 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1054, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 297 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1256, rd_minus:   1410, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 298 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3936, rd_minus:   5026, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 299 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     64, rd_minus:     52, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 300 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   3376, rd_minus:   2956, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 301 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   7700, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 302 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1740, rd_minus:   1752, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 303 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7092, rd_minus:   7260, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 304 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1680, rd_minus:   2344, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 305 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4452, rd_minus:   5672, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 306 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8608, rd_minus:   9668, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 307 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2016, rd_minus:   2752, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 308 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5842, rd_minus:   3976, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 309 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5028, rd_minus:   6138, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 310 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    628, rd_minus:    684, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 311 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11724, rd_minus:  11644, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 312 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7524, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 313 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11496, rd_minus:  11512, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 314 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:  11156, rd_minus:  12232, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 315 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2990, rd_minus:   4998, [ANGLE_HIDE] embedded 1, written_angle 3, bit_index 316 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   7880, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 317 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5728, rd_minus:   7824, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 318 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   4440, rd_minus:   3416, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 319 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1784, rd_minus:   2544, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 320 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   8500, rd_minus:   8200, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 321 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5280, rd_minus:  12832, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 322 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   2318, rd_minus:   2088, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 323 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    842, rd_minus:    496, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 324 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:    758, rd_minus:    802, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 325 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1926, rd_minus:   1490, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 326 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   1620, rd_minus:   2044, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 327 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5744, rd_minus:   4536, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 328 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4870, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 329 / 8216, payload_bits 8192, end_bits 24
[HIDE] rd_plus:   5984, rd_minus:   6104, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 330 / 8216, payload_bits 8192, end_bits 24
